"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","SEWINGY","SEWINGY_","SEWGFTC","SEWGFTC_","SEWINGMO","SEWI_GMO","SEWINGX","SEWINGX_","SEWING1","SEWING1_","SEWING2","SEWING2_","SEWING3","SEWING3_","SEWING4","SEWING4_","SEWING5","SEWING5_","SEWING6","SEWING6_","SEWING7","SEWING7_","SEWING8","SEWING8_","SEWING9","SEWING9_"
"20081",1826695,15,0,"1","420","D","1","D","11","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1826845,43,0,"1","420","D","1","D","01","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827115,30,0,"1","400","D","1","D","12","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827115,31,0,"1","400","D","1","D","12","D",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827395,13,0,"1","400","D","1","D","11","D",16,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827395,14,0,"1","420","D","1","D","11","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1827395,15,0,"2","410","D","1","D","10","D",8,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828025,17,0,"1","400","D","1","D","02","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828515,14,0,"1","410","D","1","D","11","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828515,15,0,"1","400","D","1","D","11","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828575,29,0,"1","410","D","1","D","12","D",27,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828655,19,0,"1","400","D","1","D","01","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828835,24,0,"1","430","D","1","D","12","D",75,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1828865,21,0,"1","420","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829065,14,0,"1","420","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829065,15,0,"1","400","D","1","D","12","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1829275,15,0,"1","420","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830055,17,0,"1","430","D","1","D","01","D",107,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830145,31,0,"1","400","D","1","D","12","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830195,23,0,"1","430","D","1","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830315,20,0,"1","430","D","1","D","11","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1830765,16,0,"1","400","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1831365,27,0,"1","420","D","1","D","12","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1831445,20,0,"1","400","D","2","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832045,14,0,"1","420","D","1","D","01","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832055,19,0,"1","430","D","1","D","01","D",750,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832345,23,0,"1","410","D","1","D","02","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1832715,19,0,"1","400","D","1","D","02","D",27,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833435,18,0,"1","420","D","1","D","11","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833505,15,0,"1","440","D","1","D","12","D",.,"H","420","D","410","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1833505,15,1,"1","420","D","1","D","12","D",276,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1833505,15,2,"1","410","D","1","D","12","D",376,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834045,13,0,"1","430","D","1","D","01","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834125,17,0,"1","440","D","1","D","12","D",.,"H","430","D","420","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1834125,17,1,"1","430","D","1","D","12","D",227,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834125,17,2,"1","420","D","1","D","12","D",173,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834455,15,0,"1","400","D","1","D","12","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834495,16,0,"1","400","D","1","D","01","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834625,20,0,"1","430","D","1","D","02","D",17,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834735,15,0,"1","400","D","1","D","11","D",81,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834915,29,0,"1","440","D","1","D","11","D",.,"H","420","D","400","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1834915,29,1,"1","400","D","1","D","11","D",16,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1834925,23,0,"2","410","D","1","D","10","D",3,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835025,17,0,"1","410","D","1","D","11","D",17,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835025,18,0,"1","420","D","1","D","11","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835035,17,0,"1","430","D","1","D","01","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835145,16,0,"1","410","D","1","D","10","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1835565,16,0,"2","420","D","1","D","12","D",1,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836915,15,0,"1","400","D","1","D","12","D",3,"F","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1836945,13,0,"1","420","D","1","D","11","D",4,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837355,31,0,"1","420","D","1","D","02","D",7,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837425,19,0,"1","400","D","1","D","01","D",240,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837425,20,0,"1","420","D","1","D","01","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837425,21,0,"1","430","D","1","D","12","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837425,22,0,"2","400","D","1","D","11","D",250,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837495,19,0,"1","420","D","1","D","01","D",38,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837545,52,0,"1","430","D","1","D","12","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837825,23,0,"1","430","D","1","D","10","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837825,24,0,"2","430","D","1","D","10","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1837985,16,0,"1","420","D","1","D","12","D",300,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838155,32,0,"1","400","D","1","D","02","D",128,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838155,33,0,"1","430","D","1","D","12","D",28,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838225,19,0,"1","420","D","1","D","02","D",4,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838225,20,0,"1","420","D","1","D","02","D",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838245,15,0,"1","400","D","2","D","01","D",227,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838464,38,0,"1","420","D","1","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838494,21,0,"1","400","D","1","D","12","D",213,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838784,14,0,"1","400","D","1","D","11","D",21,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838784,15,0,"1","410","D","1","D","01","D",27,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1838864,15,0,"1","420","D","1","D","11","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839184,31,0,"1","420","D","1","D","02","D",11,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839294,26,0,"1","420","D","1","D","01","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839814,29,0,"1","420","D","1","D","02","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1839914,14,0,"1","430","D","1","D","12","D",300,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840094,19,0,"1","410","D","1","D","12","D",79,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840304,17,0,"2","400","D","1","D","12","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840464,16,0,"1","410","D","1","D","02","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840564,19,0,"1","410","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840744,15,0,"1","420","D","1","D","12","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840804,19,0,"1","400","D","1","D","12","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1840894,14,0,"1","430","D","1","D","02","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841154,13,0,"1","400","D","1","D","01","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841484,17,0,"1","440","D","1","D","10","D",.,"H","400","D","410","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1841484,17,1,"1","400","D","1","D","10","D",120,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1841484,17,2,"1","410","D","1","D","10","D",106,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1842804,23,0,"1","410","D","1","D","11","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1842874,16,0,"2","410","D","1","D","12","D",3,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843044,18,0,"1","400","D","1","D","01","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843104,35,0,"1","400","D","1","D","12","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843324,19,0,"1","420","D","1","D","12","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843624,16,0,"1","410","D","1","D","01","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843714,16,0,"1","430","D","1","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843714,17,0,"2","420","D","1","D","11","D",22,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843834,15,0,"1","440","D","1","D","12","D",.,"H","420","D","410","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1843834,15,1,"1","420","D","1","D","12","D",2,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1843834,15,2,"1","410","D","1","D","12","D",63,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844154,17,0,"1","420","D","1","D","10","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844744,19,0,"1","440","D","1","D","12","D",.,"H","420","D","400","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1844744,19,1,"1","420","D","1","D","12","D",2,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1844744,19,2,"1","400","D","1","D","12","D",98,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845574,20,0,"1","400","D","1","D","11","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845764,24,0,"1","430","D","1","D","12","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845764,25,0,"1","430","D","1","D","01","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845764,26,0,"2","400","D","1","D","11","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845764,27,0,"2","420","D","1","D","11","D",78,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845764,28,0,"2","420","D","1","D","11","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1845954,21,0,"1","400","D","1","D","11","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846234,18,0,"2","400","D","1","D","11","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1846604,29,0,"1","430","D","1","D","11","D",27,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847264,16,0,"1","400","D","1","D","01","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847644,19,0,"1","420","D","1","D","11","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847674,23,0,"1","410","D","1","D","11","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1847744,15,0,"1","420","D","1","D","12","D",27,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848215,29,0,"1","400","D","1","D","12","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848224,15,0,"1","430","D","2","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848414,18,0,"1","400","D","1","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848904,29,0,"1","400","D","1","D","11","D",52,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848904,30,0,"1","400","D","1","D","12","D",103,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1848904,31,0,"1","400","D","1","D","01","D",52,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849044,21,0,"1","400","D","1","D","01","D",300,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849064,19,0,"1","420","D","1","D","01","D",45,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849064,20,0,"2","420","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849164,16,0,"2","410","D","2","D","10","D",150,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849674,17,0,"1","410","D","1","D","02","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1849774,14,0,"1","400","D","1","D","12","D",4,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850124,31,0,"1","400","D","1","D","01","D",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850484,16,0,"1","430","D","2","D","02","D",64,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850684,15,0,"1","400","D","1","D","10","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850804,19,0,"1","400","D","2","D","01","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1850994,32,0,"1","400","D","1","D","02","D",8,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851004,19,0,"1","440","D","1","D","12","D",.,"H","410","D","400","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1851004,19,1,"1","410","D","1","D","12","D",49,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851004,19,2,"1","400","D","1","D","12","D",99,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851034,16,0,"1","410","D","1","D","11","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851034,17,0,"1","410","D","1","D","12","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851674,20,0,"1","420","D","1","D","10","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851674,21,0,"1","400","D","1","D","10","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1851844,15,0,"1","430","D","2","D","12","D",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852334,27,0,"1","440","D","1","D","11","D",.,"H","420","D","430","D","410","D","","A","","A","","A","","A","","A","","A"
"20081",1852334,27,1,"1","420","D","1","D","11","D",16,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852334,27,2,"1","430","D","1","D","11","D",84,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852334,27,3,"1","410","D","1","D","11","D",20,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852614,19,0,"1","410","D","1","D","01","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1852794,23,0,"1","420","D","1","D","12","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1853094,16,0,"1","400","D","1","D","01","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1853504,17,0,"2","400","D","1","D","12","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1853564,19,0,"1","400","D","1","D","12","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854084,13,0,"1","410","D","2","D","11","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854114,13,0,"1","410","D","1","D","12","D",82,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854114,14,0,"1","410","D","1","D","01","D",77,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854114,15,0,"1","410","D","1","D","02","D",58,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854374,20,0,"1","400","D","2","D","10","D",129,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854374,21,0,"1","400","D","2","D","11","D",22,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854394,16,0,"2","430","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854535,14,0,"2","430","D","1","D","11","D",12,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854744,16,0,"1","400","D","2","D","12","D",68,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854744,17,0,"1","400","D","2","D","01","D",118,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854744,18,0,"1","400","D","1","D","02","D",65,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1854794,15,0,"1","420","D","1","D","12","D",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855004,26,0,"1","410","D","1","D","10","D",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855114,14,0,"1","430","D","1","D","01","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855504,15,0,"1","410","D","1","D","10","D",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855514,18,0,"1","400","D","1","D","12","D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855604,19,0,"1","400","D","2","D","12","D",131,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1855764,15,0,"1","400","D","1","D","02","D",4,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1856084,15,0,"1","400","D","2","D","12","D",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1856234,23,0,"1","410","D","1","D","01","D",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1856344,25,0,"1","410","D","1","D","02","D",9,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1856344,26,0,"1","410","D","1","D","01","D",35,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1856375,15,0,"1","420","D","1","D","11","D",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857084,17,0,"1","400","D","1","D","01","D",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857084,18,0,"1","400","D","1","D","01","D",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857174,27,0,"1","410","D","1","D","11","D",58,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857245,29,0,"1","400","D","1","D","12","D",21,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857524,15,0,"1","420","D","1","D","12","D",5,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857594,15,0,"1","400","D","1","D","12","D",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1857615,18,0,"1","420","D","1","D","10","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1858114,30,0,"1","440","D","1","D","12","D",.,"H","420","D","410","D","","A","","A","","A","","A","","A","","A","","A"
"20081",1858114,30,1,"1","410","D","1","D","12","D",130,"E","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1858114,31,0,"2","410","D","1","D","10","D",54,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1858114,32,0,"2","430","D","1","D","10","D",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1858184,17,0,"1","410","D","1","D","02","D",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20081",1858254,22,0,"1","400","D","1","D","12","D",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
