"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","RENTCODE","RENT_ODE","BSNSPCTZ","BSNS_CTZ","QADRENTX","QADR_NTX","ANYVACAT","ANYV_CAT"
"20081",1890883,44,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1891632,57,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1891775,35,0,"1","200","D",.,"A",130,"D","2","D"
"20081",1892032,25,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1892105,38,0,"1","110","D",.,"A",70,"D","2","D"
"20081",1892105,39,0,"1","110","D",.,"A",23,"D","2","D"
"20081",1892432,61,0,"1","100","D",.,"A",53,"D","2","D"
"20081",1892514,40,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1892603,25,0,"1","110","D",.,"A",.,"A","1","D"
"20081",1892844,37,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1892844,38,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1893282,27,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1893282,28,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1893282,29,0,"1","150","D",.,"A",.,"A","1","D"
"20081",1893603,41,0,"1","100","D",.,"A",130,"D","2","D"
"20081",1893603,42,0,"1","100","D",.,"A",200,"D","2","D"
"20081",1893603,43,0,"1","100","D",.,"A",100,"D","2","D"
"20081",1893603,44,0,"1","100","D",.,"A",600,"D","2","D"
"20081",1893704,28,0,"1","110","D",.,"A",150,"D","2","D"
"20081",1893992,61,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1894404,33,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1894482,59,0,"1","100","D",.,"A",70,"D","2","D"
"20081",1894922,62,0,"1","100","D",.8,"D",300,"D","2","D"
"20081",1895272,71,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1895664,50,0,"1","100","D",.,"A",12,"D","2","D"
"20081",1895664,51,0,"1","100","D",.,"A",40,"D","2","D"
"20081",1895932,29,0,"1","110","D",.,"A",140,"D","2","D"
"20081",1896552,45,0,"1","100","D",.,"A",300,"D","2","D"
"20081",1896662,32,0,"1","110","D",.,"A",45,"D","2","D"
"20081",1896792,33,0,"1","100","D",.,"A",400,"D","2","D"
"20081",1896932,52,0,"1","100","D",.,"A",53,"D","2","D"
"20081",1897232,49,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1897402,38,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1898082,32,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1898174,41,0,"1","110","D",.,"A",800,"D","2","D"
"20081",1898702,63,0,"1","110","D",.,"A",.,"A","1","D"
"20081",1898992,49,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1899072,61,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1899262,39,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1899273,36,0,"1","200","D",.,"A",30,"D","2","D"
"20081",1899432,57,0,"1","100","D",1,"D",0,"D","2","D"
"20081",1899803,37,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1900312,66,0,"1","160","D",0,"D",2200,"D","2","D"
"20081",1901322,27,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1901422,47,0,"1","110","D",.,"A",.,"A","1","D"
"20081",1901542,35,0,"1","110","D",.,"A",.,"A","1","D"
"20081",1901762,40,0,"1","110","D",.,"A",.,"A","1","D"
"20081",1902035,65,0,"1","180","D",.,"A",1000,"D","2","D"
"20081",1902382,54,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1902755,34,0,"1","100","D",.,"A",80,"D","2","D"
"20081",1902755,35,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1903032,31,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1903032,32,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1903032,33,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1903032,34,0,"1","100","D",.,"A",400,"D","2","D"
"20081",1903112,49,0,"1","100","D",.,"A",450,"D","2","D"
"20081",1903333,44,0,"1","200","D",.,"A",150,"D","2","D"
"20081",1903492,65,0,"1","100","D",.,"A",280,"D","2","D"
"20081",1904122,48,0,"1","100","D",.,"A",735,"D","2","D"
"20081",1904492,66,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1905252,71,0,"1","100","D",.,"A",.,"A","1","D"
"20081",1905664,67,0,"1","180","D",.,"A",80,"D","2","D"
"20082",1839865,44,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1840675,71,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1841485,66,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1841615,48,0,"1","100","D",.,"A",6,"D","2","D"
"20082",1841795,57,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1843425,63,0,"1","100","D",.,"A",1,"D","2","D"
"20082",1844605,56,0,"1","100","D",.,"A",20,"D","2","D"
"20082",1844605,57,0,"1","180","D",.,"A",35,"D","2","D"
"20082",1845195,64,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1845755,66,0,"1","180","D",.,"A",35,"D","2","D"
"20082",1847645,48,0,"1","100","D",.,"A",30,"D","2","D"
"20082",1848985,37,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1850245,39,0,"1","110","D",.,"A",175,"D","2","D"
"20082",1850395,55,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1851205,51,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1851205,52,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1851925,62,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1854105,35,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1855275,53,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1855905,49,0,"1","100","D",.,"A",200,"D","2","D"
"20082",1857575,41,0,"1","100","D",.,"A",120,"D","2","D"
"20082",1858745,41,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1861464,82,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1861464,83,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1861464,84,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1862954,52,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1863254,44,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1863254,45,0,"1","100","D",.,"A",100,"D","2","D"
"20082",1863434,48,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1864995,71,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1867194,57,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1867555,25,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1867934,35,0,"1","150","D",.,"A",.,"A","1","D"
"20082",1868144,36,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1868544,55,0,"1","100","D",.,"A",300,"D","2","D"
"20082",1868764,42,0,"1","120","D",.,"A",.,"A","1","D"
"20082",1869004,48,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1870304,63,0,"1","110","D",.,"A",40,"D","2","D"
"20082",1871704,45,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1871834,61,0,"1","100","D",.,"A",155,"D","2","D"
"20082",1873614,63,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1875145,47,0,"1","100","D",.,"A",114,"D","2","D"
"20082",1875334,46,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1875584,53,0,"1","150","D",.,"A",560,"D","2","D"
"20082",1875694,37,0,"1","100","D",.,"A",300,"D","2","D"
"20082",1875694,38,0,"1","180","D",.,"A",.,"A","1","D"
"20082",1875984,60,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1876254,33,0,"1","160","D",.,"A",150,"D","2","D"
"20082",1876995,19,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1877214,46,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1877555,41,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1877565,82,0,"1","160","D",.,"A",20,"D","2","D"
"20082",1878884,56,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1879144,40,0,"1","100","D",.,"A",150,"D","2","D"
"20082",1879394,48,0,"1","100","D",.,"A",200,"D","2","D"
"20082",1879624,52,0,"1","100","D",.,"A",35,"D","2","D"
"20082",1880104,49,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1880444,40,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1880824,49,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1882964,54,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1883563,54,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1884583,45,0,"1","100","D",.,"A",29,"D","2","D"
"20082",1885713,47,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1885843,71,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1886413,29,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1887593,70,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1887743,46,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1887793,78,0,"1","100","D",.,"A",50,"D","2","D"
"20082",1888243,48,0,"1","110","D",.,"A",2250,"D","2","D"
"20082",1889743,40,0,"1","100","D",.,"A",344,"D","2","D"
"20082",1889913,40,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1890633,70,0,"1","110","D",.,"A",25,"D","2","D"
"20082",1890943,69,0,"1","110","D",1,"D",0,"D","2","D"
"20082",1891813,28,0,"1","110","D",.,"A",564,"D","2","D"
"20082",1892433,51,0,"1","100","D",.,"A",36,"D","2","D"
"20082",1892923,42,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1894923,66,0,"1","100","D",.,"A",1400,"D","2","D"
"20082",1896624,57,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1896963,54,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1897243,43,0,"1","100","D",.,"A",98,"D","2","D"
"20082",1898313,57,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1899503,51,0,"1","100","D",.,"A",75,"D","2","D"
"20082",1900493,38,0,"1","110","D",.,"A",345,"D","2","D"
"20082",1901043,75,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1901103,60,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1901263,56,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1901733,48,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1901733,49,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1902383,59,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1902873,37,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1903113,50,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1903113,51,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1903283,46,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1904523,43,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1904893,44,0,"1","110","D",.,"A",300,"D","2","D"
"20082",1905043,40,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1905665,71,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1905852,45,0,"1","100","D",.,"A",1986,"D","2","D"
"20082",1906472,55,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1906472,56,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1906802,66,0,"1","100","D",.,"A",99,"D","2","D"
"20082",1907082,34,0,"1","100","D",.,"A",200,"D","2","D"
"20082",1907092,48,0,"1","110","D",.,"A",72,"D","2","D"
"20082",1907552,45,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1907694,45,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1908192,69,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1908402,62,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1908624,21,0,"1","100","D",.,"A",2250,"D","2","D"
"20082",1908923,27,0,"1","110","D",.,"A",90,"D","2","D"
"20082",1909342,33,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1909452,23,0,"1","150","D",.,"A",1,"D","2","D"
"20082",1909662,86,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1910112,40,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1910412,50,0,"1","100","D",.,"A",120,"D","2","D"
"20082",1910412,51,0,"1","100","D",1,"D",0,"D","2","D"
"20082",1910532,70,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1910802,47,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1911362,31,0,"1","100","D",.,"A",150,"D","2","D"
"20082",1911372,27,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1911682,52,0,"1","100","D",.,"A",40,"D","2","D"
"20082",1912012,32,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1912412,60,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1912795,32,0,"1","110","D",.,"A",1200,"D","2","D"
"20082",1913122,42,0,"1","100","D",.,"A",120,"D","2","D"
"20082",1913172,55,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1913252,91,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1913673,22,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1915852,36,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1916072,37,0,"1","100","D",.,"A",225,"D","2","D"
"20082",1916562,36,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1916624,35,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1916774,26,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1917484,47,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1917622,23,0,"1","100","D",.,"A",300,"D","2","D"
"20082",1917824,42,0,"1","110","D",.,"A",40,"D","2","D"
"20082",1918123,25,0,"1","100","D",.,"A",450,"D","2","D"
"20082",1918522,33,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1918672,37,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1918702,81,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1918712,84,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1918772,54,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1919022,65,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1919022,66,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1919772,72,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1919782,85,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1920282,29,0,"1","110","D",1,"D",0,"D","2","D"
"20082",1920672,43,0,"1","100","D",.,"A",75,"D","2","D"
"20082",1920942,78,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1921032,54,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1921672,29,0,"1","200","D",.,"A",100,"D","2","D"
"20082",1921942,23,0,"1","100","D",.,"A",140,"D","2","D"
"20082",1922093,31,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1922165,62,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1922402,26,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1922833,37,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1924134,29,0,"1","110","D",.,"A",51,"D","2","D"
"20082",1924202,51,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1924202,52,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1924402,44,0,"1","110","D",.,"A",70,"D","2","D"
"20082",1924412,34,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1924592,23,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1925102,44,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1925472,71,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1926325,37,0,"1","100","D",.,"A",80,"D","2","D"
"20082",1926372,58,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1926822,29,0,"1","110","D",.,"A",.,"A","1","D"
"20082",1927072,66,0,"1","100","D",.,"A",.,"A","1","D"
"20082",1927072,67,0,"1","100","D",.,"A",15,"D","2","D"
"20082",1927252,40,0,"1","100","D",.,"A",200,"D","2","D"
"20082",1927322,37,0,"1","100","D",.,"A",100,"D","2","D"
"20082",1927404,17,0,"1","100","D",.,"A",199,"D","2","D"
"20083",1863635,55,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1864155,51,0,"1","110","D",.,"A",120,"D","2","D"
"20083",1864325,71,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1864655,42,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1864745,49,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1865005,45,0,"1","100","D",.,"A",50,"D","2","D"
"20083",1867045,109,0,"1","180","D",.,"A",25,"D","2","D"
"20083",1868185,84,0,"1","110","D",.,"A",75,"D","2","D"
"20083",1869235,72,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1869355,67,0,"1","140","D",.,"A",.,"A","1","D"
"20083",1869635,54,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1872305,58,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1872645,44,0,"1","100","D",.8,"D",296,"F","2","D"
"20083",1873615,59,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1875115,52,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1877015,59,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1877015,60,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1877305,25,0,"1","110","D",.,"A",.,"A","1","D"
"20083",1878755,41,0,"1","100","D",.,"A",125,"D","2","D"
"20083",1878755,42,0,"1","100","D",.,"A",206,"D","2","D"
"20083",1879495,53,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1880105,60,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1880445,55,0,"1","100","D",.,"A",350,"D","2","D"
"20083",1880445,56,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1880745,72,0,"1","100","D",.,"A",100,"D","2","D"
"20083",1882025,89,0,"1","110","D",1,"D",0,"D","2","D"
"20083",1882475,38,0,"1","100","D",.,"A",125,"D","2","D"
"20083",1882785,62,0,"1","110","D",.,"A",.,"A","1","D"
"20083",1883764,70,0,"1","100","D",.8,"D",60,"D","2","D"
"20083",1885014,70,0,"1","100","D",.7,"D",89,"D","2","D"
"20083",1885184,60,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1886574,51,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1887314,68,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1887574,32,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1888234,36,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1889384,46,0,"1","100","D",.,"A",151,"D","2","D"
"20083",1889634,60,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1889744,44,0,"1","100","D",.,"A",285,"D","2","D"
"20083",1891194,57,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1891744,81,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1893994,58,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1893994,59,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1896625,52,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1897044,54,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1898394,49,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1899405,88,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1899504,72,0,"1","100","D",.,"A",40,"D","2","D"
"20083",1900084,64,0,"1","100","D",.,"A",200,"D","2","D"
"20083",1901405,48,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1901694,58,0,"1","100","D",.,"A",65,"D","2","D"
"20083",1902704,57,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1903114,46,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1903434,68,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1903494,54,0,"1","110","D",.,"A",250,"D","2","D"
"20083",1904514,56,0,"1","100","D",.,"A",1050,"D","2","D"
"20083",1904724,117,0,"1","110","D",.,"A",80,"D","2","D"
"20083",1904804,80,0,"1","100","D",.,"A",.,"A","1","D"
"20083",1904944,60,0,"1","100","D",.,"A",.,"A","1","D"
