"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20091",1949824,44,0,"1",65,"D",.,"A",.,"A"
"20091",1949855,23,0,"1",40,"D",.,"A",.,"A"
"20091",1949864,36,0,"1",.,"A",.,"A",20,"D"
"20091",1950024,67,0,"1",20,"D",.,"A",.,"A"
"20091",1950184,57,0,"1",20,"D",.,"A",.,"A"
"20091",1950284,72,0,"1",25,"D",.,"A",.,"A"
"20091",1950394,47,0,"1",.,"A",.,"A",25,"D"
"20091",1950835,37,0,"1",.,"A",10,"D",.,"A"
"20091",1950843,37,0,"1",20,"D",.,"A",.,"A"
"20091",1950935,44,0,"1",.,"A",.,"A",115,"D"
"20091",1951055,55,0,"1",.,"A",.,"A",0,"D"
"20091",1951093,52,0,"1",.,"A",.,"A",90,"D"
"20091",1951283,28,0,"1",.,"A",.,"A",.,"A"
"20091",1951343,26,0,"1",4,"D",.,"A",.,"A"
"20091",1951603,33,0,"1",0,"D",.,"A",.,"A"
"20091",1952263,24,0,"1",.,"A",.,"A",.,"A"
"20091",1952474,50,0,"1",25,"D",.,"A",.,"A"
"20091",1952593,54,0,"1",.,"A",.,"A",45,"D"
"20091",1952603,27,0,"1",15,"D",.,"A",.,"A"
"20091",1952633,49,0,"1",.,"A",.,"A",15,"D"
"20091",1952693,44,0,"1",30,"D",.,"A",.,"A"
"20091",1952853,42,0,"1",10,"D",.,"A",.,"A"
"20091",1952903,28,0,"1",.,"A",.,"A",180,"D"
"20091",1952984,59,0,"1",20,"D",.,"A",.,"A"
"20091",1953133,62,0,"1",20,"D",.,"A",.,"A"
"20091",1953223,60,0,"1",40,"D",.,"A",.,"A"
"20091",1953243,40,0,"1",10,"D",.,"A",.,"A"
"20091",1953263,35,0,"1",40,"D",.,"A",.,"A"
"20091",1953303,22,0,"1",30,"D",.,"A",.,"A"
"20091",1953593,27,0,"1",10,"D",.,"A",.,"A"
"20091",1953743,39,0,"1",90,"D",.,"A",.,"A"
"20091",1954175,23,0,"1",60,"D",.,"A",.,"A"
"20091",1954243,60,0,"1",.,"A",.,"A",30,"D"
"20091",1954253,54,0,"1",.,"A",.,"A",0,"D"
"20091",1954563,31,0,"1",.,"A",.,"A",50,"D"
"20091",1954723,49,0,"1",20,"D",.,"A",.,"A"
"20091",1955023,32,0,"1",.,"A",.,"A",50,"D"
"20091",1955063,61,0,"1",.,"A",.,"A",25,"D"
"20091",1955093,40,0,"1",.,"A",.,"A",80,"D"
"20091",1955324,23,0,"1",.,"A",.,"A",1,"D"
"20091",1955523,102,0,"1",.,"A",.,"A",20,"D"
"20091",1955604,79,0,"1",25,"D",.,"A",.,"A"
"20091",1955703,40,0,"1",75,"D",.,"A",.,"A"
"20091",1956313,25,0,"1",60,"D",.,"A",.,"A"
"20091",1956383,46,0,"1",15,"D",.,"A",.,"A"
"20091",1956533,31,0,"1",.,"A",.,"A",85,"D"
"20091",1956743,74,0,"1",.,"A",.,"A",20,"D"
"20091",1956763,57,0,"1",.,"A",.,"A",100,"D"
"20091",1956995,18,0,"1",40,"D",.,"A",.,"A"
"20091",1957003,32,0,"1",5,"D",.,"A",.,"A"
"20091",1957023,40,0,"1",.,"A",.,"A",95,"D"
"20091",1957203,55,0,"1",10,"D",.,"A",.,"A"
"20091",1957353,62,0,"1",.,"A",.,"A",100,"D"
"20091",1957563,56,0,"1",.,"A",.,"A",0,"D"
"20091",1957735,29,0,"1",10,"D",.,"A",.,"A"
"20091",1957833,38,0,"1",.,"A",.,"A",45,"D"
"20091",1958083,52,0,"1",.,"A",.,"A",30,"D"
"20091",1958544,47,0,"1",60,"D",.,"A",.,"A"
"20091",1958593,33,0,"1",.,"A",.,"A",.,"A"
"20091",1958813,72,0,"1",20,"D",.,"A",.,"A"
"20091",1958993,30,0,"1",5,"D",.,"A",.,"A"
"20091",1959073,37,0,"1",80,"D",.,"A",.,"A"
"20091",1959133,22,0,"1",.,"A",1,"D",.,"A"
"20091",1959173,30,0,"1",50,"D",.,"A",.,"A"
"20091",1959303,33,0,"1",.,"A",.,"A",50,"D"
"20091",1959343,29,0,"1",.,"A",.,"A",65,"D"
"20091",1959913,45,0,"1",20,"D",.,"A",.,"A"
"20091",1960094,51,0,"1",10,"D",.,"A",.,"A"
"20091",1960183,123,0,"1",.,"A",.,"A",150,"D"
"20091",1960203,25,0,"1",.,"A",.,"A",60,"D"
"20091",1960243,61,0,"1",30,"D",.,"A",.,"A"
"20091",1960343,40,0,"1",25,"D",.,"A",.,"A"
"20091",1960453,48,0,"1",.,"A",.,"A",240,"D"
"20091",1960514,49,0,"1",.,"A",150,"D",.,"A"
"20091",1960683,37,0,"1",10,"D",.,"A",.,"A"
"20091",1960733,50,0,"1",150,"D",.,"A",.,"A"
"20091",1960793,49,0,"1",.,"A",.,"A",90,"D"
"20091",1960893,62,0,"1",.,"A",.,"A",150,"D"
"20091",1961054,130,0,"1",.,"A",.,"A",0,"D"
"20091",1961273,60,0,"1",.,"A",0,"D",.,"A"
"20091",1961453,81,0,"1",70,"D",.,"A",.,"A"
"20091",1961543,39,0,"1",30,"D",.,"A",.,"A"
"20091",1962553,41,0,"1",0,"D",.,"A",.,"A"
"20091",1962723,28,0,"1",10,"D",.,"A",.,"A"
"20091",1962783,63,0,"1",20,"D",.,"A",25,"D"
"20091",1962833,99,0,"1",.,"A",.,"A",65,"D"
"20091",1962953,66,0,"1",.,"A",.,"A",500,"D"
"20091",1962973,27,0,"1",25,"D",.,"A",.,"A"
"20091",1963113,32,0,"1",0,"D",.,"A",.,"A"
"20091",1963124,37,0,"1",40,"D",.,"A",.,"A"
"20091",1963273,47,0,"1",60,"D",.,"A",.,"A"
"20091",1963293,29,0,"1",.,"A",0,"D",.,"A"
"20091",1963673,42,0,"1",.,"A",.,"A",75,"D"
"20091",1963913,101,0,"1",20,"D",.,"A",.,"A"
"20091",1963953,57,0,"1",23,"D",.,"A",.,"A"
"20091",1963983,28,0,"1",0,"D",.,"A",.,"A"
"20091",1964223,73,0,"1",.,"A",.,"A",63,"D"
"20091",1964393,22,0,"1",20,"D",.,"A",.,"A"
"20091",1964595,53,0,"1",200,"D",.,"A",.,"A"
"20091",1964643,80,0,"1",20,"D",.,"A",.,"A"
"20091",1964664,28,0,"1",60,"D",.,"A",0,"D"
"20091",1964783,42,0,"1",.,"A",.,"A",120,"D"
"20091",1964843,50,0,"1",20,"D",.,"A",.,"A"
"20091",1964903,53,0,"1",.,"A",.,"A",20,"D"
"20091",1964913,68,0,"1",20,"D",.,"A",.,"A"
"20091",1965095,24,0,"1",36,"F",.,"A",.,"A"
"20091",1965133,39,0,"1",.,"A",.,"A",10,"D"
"20091",1965303,28,0,"1",60,"D",.,"A",.,"A"
"20091",1965363,78,0,"1",25,"D",.,"A",.,"A"
"20091",1965373,65,0,"1",.,"A",2,"D",.,"A"
"20091",1965385,29,0,"1",.,"A",.,"A",60,"D"
"20091",1965454,41,0,"1",.,"A",.,"A",150,"D"
"20091",1965513,26,0,"1",20,"D",.,"A",.,"A"
"20091",1965803,88,0,"1",0,"D",.,"A",.,"A"
"20091",1965973,86,0,"1",25,"D",.,"A",.,"A"
"20091",1966203,49,0,"1",14,"D",.,"A",.,"A"
"20091",1966353,57,0,"1",6,"D",.,"A",50,"D"
"20091",1966713,50,0,"1",150,"D",.,"A",.,"A"
"20091",1967123,66,0,"1",60,"D",.,"A",.,"A"
"20091",1967153,42,0,"1",.,"A",.,"A",60,"D"
"20091",1967373,38,0,"1",120,"D",.,"A",.,"A"
"20091",1967623,28,0,"1",20,"D",.,"A",.,"A"
"20091",1967723,41,0,"1",50,"F",.,"A",.,"A"
"20091",1968133,31,0,"1",.,"A",.,"A",.,"A"
"20091",1968333,20,0,"1",0,"D",.,"A",.,"A"
"20091",1968633,46,0,"1",.,"A",.,"A",20,"D"
"20091",1968733,36,0,"1",30,"D",.,"A",.,"A"
"20091",1968853,43,0,"1",.,"A",.,"A",20,"D"
"20091",1968893,29,0,"1",.,"A",.,"A",60,"D"
"20091",1969293,40,0,"1",150,"D",.,"A",.,"A"
"20091",1969393,20,0,"1",.,"A",2,"D",.,"A"
"20091",1969513,22,0,"1",.,"A",.,"A",25,"D"
"20091",1969713,35,0,"1",10,"D",.,"A",.,"A"
"20091",1970053,114,0,"1",120,"D",.,"A",.,"A"
"20091",1970443,31,0,"1",5,"D",.,"A",.,"A"
"20091",1970483,31,0,"1",50,"D",.,"A",.,"A"
"20091",1970703,51,0,"1",.,"A",.,"A",30,"D"
"20091",1970883,56,0,"1",.,"A",.,"A",0,"D"
"20091",1970903,68,0,"1",18,"D",.,"A",71,"D"
"20091",1970973,46,0,"1",20,"D",.,"A",.,"A"
"20091",1971013,59,0,"1",.,"A",.,"A",30,"D"
"20091",1971493,23,0,"1",30,"D",.,"A",.,"A"
"20091",1971673,24,0,"1",.,"A",.,"A",80,"D"
"20091",1971715,36,0,"1",.,"A",.,"A",200,"D"
"20091",1971763,47,0,"1",50,"D",.,"A",.,"A"
"20091",1971823,57,0,"1",.,"A",.,"A",60,"D"
"20091",1971884,42,0,"1",30,"D",.,"A",.,"A"
"20091",1972053,55,0,"1",20,"D",.,"A",.,"A"
"20091",1972423,40,0,"1",300,"D",.,"A",.,"A"
"20091",1972663,56,0,"1",.,"A",.,"A",0,"D"
"20091",1972783,55,0,"1",.,"A",.,"A",100,"D"
"20091",1973063,29,0,"1",20,"D",9,"D",.,"A"
"20091",1973163,33,0,"1",.,"A",.,"A",0,"D"
"20091",1973173,49,0,"1",40,"D",.,"A",.,"A"
"20091",1973412,61,0,"1",.,"A",.,"A",21,"D"
"20091",1973523,60,0,"1",.,"A",.,"A",80,"D"
"20091",1973605,57,0,"1",300,"D",.,"A",.,"A"
"20091",1973633,24,0,"1",0,"D",.,"A",.,"A"
"20091",1973752,32,0,"1",30,"D",.,"A",.,"A"
"20091",1973792,33,0,"1",20,"D",.,"A",.,"A"
"20091",1973915,21,0,"1",.,"A",.,"A",120,"D"
"20091",1973932,30,0,"1",40,"D",.,"A",.,"A"
"20091",1973952,63,0,"1",65,"D",.,"A",.,"A"
"20091",1973962,43,0,"1",15,"D",.,"A",.,"A"
"20091",1974012,46,0,"1",.,"A",.,"A",.,"A"
"20091",1974262,26,0,"1",.,"A",.,"A",200,"D"
"20091",1974365,43,0,"1",120,"D",.,"A",.,"A"
"20091",1974542,138,0,"1",10,"D",.,"A",.,"A"
"20091",1974772,53,0,"1",.,"A",.,"A",5,"D"
"20091",1974855,68,0,"1",120,"D",.,"A",.,"A"
"20091",1974884,30,0,"1",.,"A",.,"A",.,"A"
"20091",1974922,86,0,"1",180,"D",.,"A",.,"A"
"20091",1975212,38,0,"1",10,"D",.,"A",.,"A"
"20091",1975313,32,0,"1",.,"A",.,"A",20,"D"
"20091",1975332,64,0,"1",.,"A",.,"A",120,"D"
"20091",1975473,22,0,"1",.,"A",0,"D",.,"A"
"20091",1975584,27,0,"1",90,"D",.,"A",.,"A"
"20091",1975634,29,0,"1",10,"D",.,"A",.,"A"
"20091",1975845,37,0,"1",25,"D",.,"A",.,"A"
"20091",1976002,56,0,"1",.,"A",.,"A",100,"D"
"20091",1976022,32,0,"1",8,"D",.,"A",.,"A"
"20091",1976072,29,0,"1",.,"A",0,"D",.,"A"
"20091",1976092,31,0,"1",20,"D",.,"A",.,"A"
"20091",1976102,26,0,"1",.,"A",.,"A",100,"D"
"20091",1976232,41,0,"1",160,"D",.,"A",.,"A"
"20091",1976252,61,0,"1",.,"A",.,"A",20,"D"
"20091",1976343,29,0,"1",.,"A",4,"D",.,"A"
"20091",1976392,48,0,"1",75,"D",.,"A",.,"A"
"20091",1976482,83,0,"1",.,"A",.,"A",270,"D"
"20091",1976532,40,0,"1",.,"A",.,"A",0,"D"
"20091",1976602,24,0,"1",80,"D",.,"A",.,"A"
"20091",1976722,40,0,"1",25,"D",.,"A",.,"A"
"20091",1976762,39,0,"1",.,"A",.,"A",20,"D"
"20091",1976842,55,0,"1",30,"D",.,"A",.,"A"
"20091",1976942,58,0,"1",40,"D",.,"A",.,"A"
"20091",1976982,29,0,"1",20,"D",.,"A",.,"A"
"20091",1977032,33,0,"1",60,"D",.,"A",.,"A"
"20091",1977162,42,0,"1",.,"A",.,"A",90,"D"
"20091",1977202,73,0,"1",.,"A",.,"A",50,"D"
"20091",1977222,63,0,"1",15,"D",.,"A",.,"A"
"20091",1977332,46,0,"1",65,"D",20,"D",.,"A"
"20091",1977512,29,0,"1",150,"D",.,"A",.,"A"
"20091",1977562,46,0,"1",58,"D",.,"A",.,"A"
"20091",1977652,21,0,"1",100,"D",20,"D",.,"A"
"20091",1977755,19,0,"1",60,"D",.,"A",.,"A"
"20091",1977975,42,0,"1",20,"D",.,"A",.,"A"
"20091",1977982,49,0,"1",40,"D",.,"A",.,"A"
"20091",1977992,45,0,"1",.,"A",.,"A",375,"D"
"20091",1978042,141,0,"1",0,"D",.,"A",.,"A"
"20091",1978172,38,0,"1",30,"D",.,"A",.,"A"
"20091",1978192,26,0,"1",25,"D",.,"A",.,"A"
